User Id,Module,Sub Module,Actions 
1302,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1303,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1304,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1305,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1306,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1307,model_building,ml_backends,"['list', 'get']"
1308,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1309,model_building,ml_backends,"['list', 'get']"
1310,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1311,model_building,ml_backends,"['list', 'get']"
1312,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1313,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1314,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1315,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1316,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1317,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1318,model_building,ml_backends,"['list', 'get']"
1319,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1320,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1321,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1322,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1323,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1324,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1325,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1326,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1327,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1328,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1329,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1330,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1331,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1332,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1333,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1334,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1335,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1336,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1337,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1338,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1339,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1340,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1341,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1342,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1343,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1344,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1345,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1346,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1347,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1348,model_building,ml_backends,"['list', 'get']"
1349,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1350,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1351,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1352,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1353,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1354,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1355,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1356,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1357,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1358,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1359,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1360,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1361,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1362,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1363,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1364,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1365,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1366,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1367,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1368,model_building,ml_backends,"['list', 'get']"
1369,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1370,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1371,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1372,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1373,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1374,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1375,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1376,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1377,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1378,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1379,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1380,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1381,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1382,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1383,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1384,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1385,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1386,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1387,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1388,model_building,ml_backends,"['list', 'get']"
1389,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1390,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1391,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1392,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1393,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1394,model_building,ml_backends,"['list', 'get']"
1395,model_building,ml_backends,"['list', 'get']"
1396,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1397,model_building,ml_backends,"['list', 'get']"
1398,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1399,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1400,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1401,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1402,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1403,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1404,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1405,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1406,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1407,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1408,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1409,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1410,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1411,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1412,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1413,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1414,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1415,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1416,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1417,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1418,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1419,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1420,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1421,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1422,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1423,model_building,ml_backends,"['list', 'get']"
1424,model_building,ml_backends,"['list', 'get']"
1425,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1426,model_building,ml_backends,"['list', 'get']"
1427,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1428,model_building,ml_backends,"['list', 'get']"
1429,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1430,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1431,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1432,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1433,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1434,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1435,model_building,ml_backends,"['list', 'get']"
1436,model_building,ml_backends,"['list', 'get']"
1437,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1438,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1439,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1440,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1441,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1442,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1443,model_building,ml_backends,"['list', 'get']"
1444,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1445,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1446,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1447,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1448,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1449,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1450,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1451,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1452,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1453,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1454,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1455,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1456,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1457,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1458,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1459,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1460,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1461,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1462,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1463,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1464,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1465,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1466,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1467,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1468,model_building,ml_backends,"['list', 'get']"
1469,model_building,ml_backends,"['list', 'get']"
1470,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1471,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1472,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1473,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1474,model_building,ml_backends,"['list', 'get']"
1475,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1476,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1477,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1478,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1479,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1480,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1481,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1482,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1483,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1484,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1485,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1486,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1487,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1488,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1489,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1490,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1491,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1492,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1493,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1494,model_building,ml_backends,"['list', 'get']"
1495,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1496,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1497,model_building,ml_backends,"['list', 'get']"
1498,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1499,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1500,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1501,model_building,ml_backends,"['list', 'get']"
1502,model_building,ml_backends,"['list', 'get']"
1503,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1504,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1505,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1506,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1507,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1508,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1509,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1510,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1511,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1512,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1513,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1514,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1515,model_building,ml_backends,"['list', 'get']"
1516,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1517,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1518,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1519,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1520,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1521,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1522,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1523,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1524,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1525,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1526,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1527,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1528,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1529,model_building,ml_backends,"['list', 'get']"
1530,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1531,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1532,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1533,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1534,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1535,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1536,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1537,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1538,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1539,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1540,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1541,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1542,model_building,ml_backends,"['list', 'get']"
1543,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1544,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1545,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1546,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1547,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1548,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1549,model_building,ml_backends,"['list', 'get']"
1550,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1551,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1552,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1553,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1554,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1555,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1556,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1557,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1558,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1559,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1560,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1561,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1562,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1563,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1564,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1565,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1566,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1567,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1568,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1569,model_building,ml_backends,"['list', 'get']"
1570,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1571,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1572,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1573,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1574,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1575,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1576,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1577,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1578,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1579,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1580,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1581,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1582,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1583,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1584,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1585,model_building,ml_backends,"['list', 'get']"
1586,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1587,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1588,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1589,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1590,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1591,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1592,model_building,ml_backends,"['list', 'get']"
1593,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1594,model_building,ml_backends,"['list', 'get']"
1595,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1596,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1597,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1598,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1599,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1600,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1601,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1602,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1603,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1604,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1605,model_building,ml_backends,"['list', 'get']"
1606,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1607,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1608,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1609,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1610,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1611,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1612,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1613,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1614,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1615,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1616,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1617,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1618,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1619,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1620,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1621,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1622,model_building,ml_backends,"['list', 'get']"
1623,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1624,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1625,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1626,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1627,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1628,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1629,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1630,model_building,ml_backends,"['list', 'get']"
1631,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1632,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1633,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1634,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1635,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1636,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1637,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1638,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1639,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1640,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1641,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1642,model_building,ml_backends,"['list', 'get']"
1643,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1644,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1645,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1646,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1647,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1648,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1649,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1650,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1651,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1652,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1653,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1654,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1655,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1656,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1657,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1658,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1659,model_building,ml_backends,"['list', 'get']"
1660,model_building,ml_backends,"['list', 'get']"
1661,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1662,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1663,model_building,ml_backends,"['list', 'get']"
1664,model_building,ml_backends,"['list', 'get']"
1665,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1666,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1667,model_building,ml_backends,"['list', 'get']"
1668,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1669,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1670,model_building,ml_backends,"['list', 'get']"
1671,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1672,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1673,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1674,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1675,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1676,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1677,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1678,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1679,model_building,ml_backends,"['list', 'get']"
1680,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1681,model_building,ml_backends,"['list', 'get']"
1682,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1683,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1684,model_building,ml_backends,"['list', 'get']"
1685,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1686,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1687,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
1688,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1689,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1690,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1691,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1692,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
1693,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1694,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1695,model_building,ml_backends,"['list', 'get']"
1696,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1697,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1698,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1699,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
1700,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
1701,model_building,ml_backends,"['list', 'get']"
1702,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
1703,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
1704,model_building,ml_backends,"['list', 'get']"
1705,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
1706,model_building,ml_backends,"['list', 'get']"
1707,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
1708,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
1709,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
